Song_id,History_id,Played_at,Duration_played,User_id
5090,124,2013-08-02 20:47:00,18896,716
14407,125,2013-08-02 20:50:00,161253,401
5676,126,2013-08-02 20:54:00,217293,241
14951,127,2013-08-02 20:57:00,218653,401
13891,128,2013-08-02 21:10:00,284000,173
10655,129,2013-08-02 21:19:00,227066,224
176,130,2013-08-02 21:25:00,217693,454
4491,131,2013-08-02 21:30:00,275320,375
10336,132,2013-08-02 21:35:00,301613,916
10652,133,2013-08-02 21:39:00,231173,335
3791,134,2013-08-02 21:48:00,342466,539
10654,135,2013-08-02 21:54:00,305680,598
5088,136,2013-08-02 21:57:00,187400,23
4493,137,2013-08-02 22:01:00,252506,627
13884,138,2013-08-02 22:06:00,303653,224
1415,139,2013-08-02 22:12:00,305565,962
13697,140,2013-08-02 22:16:00,205773,186
3788,141,2013-08-02 22:20:00,259080,374
4485,142,2013-08-02 22:26:00,333400,98
5683,143,2013-08-02 22:29:00,196933,997
10657,144,2013-08-02 22:34:00,300053,461
3786,145,2013-08-02 22:38:00,206786,558
1420,146,2013-08-02 22:43:00,260342,76
7689,147,2013-08-02 22:46:00,216013,732
5089,148,2013-08-02 22:51:00,279013,236
445,149,2013-08-02 22:54:00,162333,916
16018,150,2013-08-02 23:40:00,47498,233
6543,151,2013-08-02 23:40:00,9690,226
2851,152,2013-08-02 23:45:00,265087,55
6000,153,2013-08-02 23:53:00,210066,426
9245,154,2013-08-04 22:29:00,132408,520
7998,155,2013-08-17 01:32:00,1023,75
7978,156,2013-08-17 02:03:00,133517,783
4765,157,2013-09-07 21:02:00,44691,402
4540,158,2013-09-07 21:08:00,277693,483
7753,159,2013-09-07 21:11:00,180840,392
13931,160,2013-09-07 21:15:00,239333,361
10185,161,2013-09-07 21:19:00,205946,517
14303,162,2013-09-07 21:22:00,194240,197
10263,163,2013-09-07 21:25:00,179813,226
5042,164,2013-09-07 21:32:00,246133,879
14149,165,2013-09-07 21:35:00,153533,936
14878,166,2013-09-07 21:38:00,193506,335
13827,167,2013-09-07 21:45:00,212493,272
12547,168,2013-09-07 21:49:00,197120,608
15435,169,2013-09-07 22:05:00,372133,367
2843,170,2013-09-07 22:09:00,229653,40
14294,171,2013-09-07 22:13:00,208973,198
11058,172,2013-09-07 22:16:00,193986,684
14597,173,2013-09-07 22:22:00,266346,625
13950,174,2013-09-07 22:25:00,231160,42
13712,175,2013-09-07 22:28:00,141200,241
7516,176,2013-09-07 22:31:00,216733,241
7714,177,2013-09-07 22:35:00,216400,637
15875,178,2013-09-07 22:39:00,195733,32
14878,179,2013-09-07 22:47:00,193506,127
15112,180,2013-09-07 22:53:00,359546,822
10075,181,2013-09-07 22:59:00,300773,224
4523,182,2013-09-07 23:03:00,267973,620
14832,183,2013-09-07 23:07:00,255786,246
8356,184,2013-09-16 10:22:00,1020,119
8356,185,2013-09-17 00:53:00,165017,249
10610,186,2014-01-07 22:35:00,76491,690
7488,187,2014-01-07 22:35:00,25227,874
12687,188,2014-01-07 22:44:00,409333,850
4677,189,2014-01-07 22:47:00,171133,357
12906,190,2014-01-07 22:50:00,196440,633
5991,191,2014-01-07 22:51:00,32137,233
1006,192,2014-01-09 18:55:00,202133,293
1706,193,2014-01-09 18:59:00,187400,916
14830,194,2014-01-09 19:03:00,238026,23
14892,195,2014-01-09 19:05:00,161100,98
9897,196,2014-01-09 19:09:00,199013,235
1704,197,2014-01-09 19:18:00,166933,41
1682,198,2014-01-09 19:20:00,131731,226
14513,199,2014-01-09 19:23:00,155256,542
14515,200,2014-01-09 19:26:00,192600,375
4715,201,2014-01-09 19:29:00,210653,916
1684,202,2014-01-09 19:33:00,203786,835
5879,203,2014-01-09 19:36:00,138706,335
11406,204,2014-01-09 19:38:00,151200,260
3480,205,2014-01-09 19:41:00,158133,335
1073,206,2014-01-09 19:44:00,199426,551
16302,207,2014-01-09 19:46:00,128748,268
13475,208,2014-01-09 20:13:00,6222,589
6621,209,2015-01-12 21:31:00,268973,368
6571,210,2015-01-12 21:36:00,292013,514
5986,211,2015-01-12 22:10:00,183039,388
6686,212,2015-01-12 22:21:00,31227,296
2934,213,2015-01-12 22:25:00,272506,940
9229,214,2015-01-12 22:29:00,229826,761
9248,215,2015-01-12 22:33:00,140526,172
4676,216,2015-01-12 22:34:00,33142,881
1908,217,2015-01-12 22:34:00,4126,436
15498,218,2015-01-12 22:34:00,2554,916
11323,219,2015-01-12 22:34:00,2579,822
8372,220,2015-01-12 22:34:00,8173,375
10180,221,2015-01-12 22:34:00,7690,36
14756,222,2015-01-12 22:34:00,3700,269
318,223,2015-01-12 22:34:00,10024,495
4914,224,2015-01-12 22:38:00,22525,601
4884,225,2015-01-12 22:40:00,125025,260
12787,226,2015-01-12 22:41:00,43867,171
4686,227,2015-01-12 22:42:00,112488,851
15325,228,2015-01-12 22:45:00,180943,989
5586,229,2015-01-12 22:46:00,7941,483
13476,230,2015-01-12 22:46:00,3650,215
1205,231,2015-01-12 22:46:00,2634,274
15346,232,2015-06-03 08:07:00,5619,31
1641,233,2015-06-03 08:07:00,2643,916
11118,234,2015-06-03 08:07:00,2504,140
2947,235,2015-06-03 08:07:00,0,535
318,236,2015-06-03 08:07:00,2043,276
11323,237,2015-06-03 08:07:00,2043,514
1922,238,2015-06-03 08:12:00,303586,620
14730,239,2015-06-03 08:14:00,84845,850
6186,240,2015-06-03 16:04:00,2553,235
6186,241,2015-06-04 20:25:00,1531,21
6186,242,2015-06-04 20:25:00,4597,167
6176,243,2015-06-04 20:30:00,200733,916
6197,244,2015-06-04 20:36:00,352120,887
6200,245,2015-06-04 20:40:00,241346,559
6191,246,2015-06-04 20:45:00,311840,561
6196,247,2015-06-04 20:49:00,228906,627
6193,248,2015-06-04 20:53:00,213933,222
6198,249,2015-06-04 21:00:00,405786,916
6192,250,2015-06-04 21:08:00,461493,375
6194,251,2015-06-04 21:14:00,357093,341
6199,252,2015-06-04 21:18:00,242493,481
6201,253,2015-06-08 17:10:00,0,58
6201,254,2015-06-09 02:50:00,0,208
6201,255,2015-06-09 04:18:00,0,717
6201,256,2015-06-09 07:42:00,0,94
6201,257,2015-06-10 17:03:00,0,567
6201,258,2015-06-11 04:19:00,0,251
6201,259,2015-06-14 18:41:00,0,349
1747,260,2015-06-14 19:03:00,1532,285
14731,261,2015-06-14 19:10:00,436000,335
14750,262,2015-06-14 19:14:00,232533,686
14729,263,2015-06-14 19:18:00,247360,299
14738,264,2015-06-14 19:22:00,254413,521
14728,265,2015-06-14 19:26:00,217093,428
14643,266,2015-06-14 19:27:00,33994,627
14734,267,2015-06-14 19:30:00,204080,932
14732,268,2015-06-14 19:34:00,232756,708
14727,269,2015-06-14 19:36:00,149211,239
14653,270,2015-06-14 19:41:00,272466,47
14658,271,2015-06-14 19:44:00,174440,260
14656,272,2015-06-14 19:48:00,229440,557
14645,273,2015-06-14 19:50:00,107733,58
14652,274,2015-06-14 19:52:00,142756,450
14660,275,2015-06-14 19:57:00,256826,559
14657,276,2015-06-14 20:02:00,274133,335
14742,277,2015-06-14 20:06:00,233693,775
14745,278,2015-06-14 20:12:00,357200,133
14724,279,2015-06-14 20:15:00,205000,83
14725,280,2015-06-14 20:19:00,186760,700
14692,281,2015-06-14 20:23:00,243133,448
14682,282,2015-06-14 20:26:00,204573,660
14757,283,2015-06-14 20:29:00,152186,386
14652,284,2015-06-15 02:59:00,0,253
14648,285,2015-06-15 16:20:00,1532,835
14648,286,2015-06-16 21:07:00,2554,821
14648,287,2015-06-17 05:16:00,1532,668
14648,288,2015-06-17 16:24:00,1532,274
14648,289,2015-06-19 05:29:00,1532,551
14648,290,2015-06-19 15:59:00,1532,335
14648,291,2015-06-22 03:10:00,1532,106
14648,292,2015-06-22 06:58:00,1532,916
10171,293,2015-06-22 07:02:00,193613,167
12723,294,2015-06-22 07:11:00,39520,944
12749,295,2015-06-22 07:11:00,8008,396
11539,296,2015-06-22 07:13:00,154255,226
12983,297,2015-06-22 07:16:00,178395,496
10103,298,2015-06-22 07:17:00,24156,886
4251,299,2015-06-22 07:17:00,38084,708
8869,300,2015-06-22 07:20:00,162343,835
4607,301,2015-06-22 07:20:00,16317,625
5914,302,2015-06-22 07:24:00,244866,665
6869,303,2015-06-22 07:28:00,214240,868
1962,304,2015-06-22 07:39:00,600533,260
12627,305,2015-06-22 07:46:00,419626,437
6319,306,2015-06-23 00:01:00,1532,241
6319,307,2015-06-24 07:14:00,1532,993
6167,308,2015-06-24 07:15:00,80206,935
6442,309,2015-06-24 07:16:00,5627,55
4856,310,2015-06-24 07:16:00,11681,682
11817,311,2015-06-24 07:17:00,81223,920
2348,312,2015-06-24 07:24:00,424639,226
2546,313,2015-06-24 07:27:00,166133,524
3618,314,2015-06-24 07:28:00,46347,916
3618,315,2015-06-24 17:57:00,1532,53
3618,316,2015-06-24 22:37:00,1532,673
2545,317,2015-06-24 22:42:00,183457,299
12588,318,2015-06-24 22:44:00,79412,920
9544,319,2015-06-24 22:45:00,73667,970
1171,320,2015-06-24 22:48:00,183147,935
1145,321,2015-06-24 22:51:00,180466,428
1131,322,2015-06-24 22:55:00,246133,879
1170,323,2015-06-24 22:58:00,177381,859
1148,324,2015-06-24 23:02:00,194933,321
4248,325,2015-06-24 23:09:00,429519,849
1151,326,2015-06-24 23:13:00,213560,55
1129,327,2015-06-24 23:15:00,158400,559
1169,328,2015-06-24 23:24:00,518025,241
1155,329,2015-06-24 23:25:00,73560,141
5524,330,2015-06-24 23:27:00,63669,84
4246,331,2015-06-24 23:30:00,167368,670
15472,332,2015-06-24 23:31:00,38315,335
9822,333,2015-06-24 23:34:00,199833,696
1795,334,2015-06-24 23:38:00,222266,74
6849,335,2015-06-24 23:40:00,155706,316
6847,336,2015-06-24 23:40:00,17600,493
15401,337,2015-06-24 23:42:00,85445,810
9548,338,2015-06-24 23:47:00,314383,321
1152,339,2015-06-24 23:47:00,18253,589
15519,340,2015-06-24 23:48:00,31845,905
12955,341,2015-06-24 23:53:00,278626,582
10487,342,2015-06-24 23:53:00,16857,241
12987,343,2015-06-24 23:55:00,145106,40
14964,344,2015-06-24 23:55:00,9427,881
2495,345,2015-06-24 23:58:00,168716,35
12677,346,2015-06-24 23:58:00,12645,888
12676,347,2015-06-25 00:04:00,281253,484
12678,348,2015-06-25 00:06:00,169273,935
1426,349,2015-06-25 00:10:00,239653,820
15418,350,2015-06-25 00:13:00,0,999
4269,351,2015-06-25 00:13:00,145124,335
12625,352,2015-06-25 00:13:00,22174,767
9541,353,2015-07-01 22:01:00,2554,363
9541,354,2015-07-03 22:37:00,3715,434
5173,355,2015-07-03 22:42:00,273600,590
15998,356,2015-07-03 22:45:00,188220,886
5218,357,2015-07-03 22:47:00,87802,989
5165,358,2015-07-03 22:48:00,103328,770
12912,359,2015-07-03 22:51:00,182880,375
5219,360,2015-07-03 22:51:00,6687,375
10326,361,2015-07-03 23:02:00,55338,717
10326,362,2015-07-14 02:38:00,1549,246
10326,363,2015-07-14 22:58:00,1549,137
10326,364,2015-07-15 06:48:00,1549,335
10326,365,2015-07-17 05:53:00,1549,283
10326,366,2015-07-21 05:05:00,1549,299
10326,367,2015-07-26 08:06:00,1549,241
10326,368,2015-07-27 20:53:00,1549,56
10326,369,2015-07-27 21:42:00,1549,30
7521,370,2015-07-27 21:43:00,68486,993
12239,371,2015-07-27 21:45:00,164680,378
11697,372,2015-07-28 01:44:00,1531,343
4490,373,2015-07-28 01:44:00,27429,643
130,374,2015-07-28 01:44:00,3540,241
11323,375,2015-07-28 01:44:00,2068,943
14435,376,2015-07-28 01:45:00,6368,805
12177,377,2015-07-28 01:49:00,52020,102
8151,378,2015-07-28 01:53:00,212973,375
1881,379,2015-07-28 01:54:00,51594,894
1391,380,2015-07-28 01:55:00,88607,935
13857,381,2015-07-28 01:55:00,8684,421
1394,382,2015-07-28 01:55:00,4692,578
1393,383,2015-07-28 01:56:00,38805,210
4611,384,2015-07-28 02:00:00,234666,993
4609,385,2015-07-28 02:03:00,202280,241
4612,386,2015-08-04 19:07:00,1531,935
10387,387,2015-08-04 19:10:00,149944,617
3087,388,2015-08-04 19:11:00,22272,573
2066,389,2015-08-04 19:11:00,21966,472
1963,390,2015-08-05 03:04:00,1531,241
14710,391,2015-08-05 03:10:00,141429,224
7531,392,2015-08-05 03:10:00,6172,241
13717,393,2015-08-05 03:51:00,1531,226
16333,394,2015-08-05 03:52:00,24330,791
7243,395,2015-08-05 03:52:00,56192,335
7214,396,2015-08-05 03:53:00,48061,64
1313,397,2015-08-05 03:55:00,85762,968
11667,398,2015-08-05 14:55:00,1395,903
11667,399,2015-08-05 23:10:00,1395,922
4036,400,2015-08-05 23:13:00,155333,995
4100,401,2015-08-05 23:14:00,14860,219
4102,402,2015-08-05 23:16:00,111115,356
4065,403,2015-08-05 23:17:00,70730,750
4642,404,2015-08-05 23:20:00,201200,670
4638,405,2015-08-05 23:23:00,191146,195
4636,406,2015-08-05 23:26:00,189093,835
4645,407,2015-08-05 23:29:00,169346,241
4643,408,2015-08-05 23:31:00,61440,241
8608,409,2015-08-05 23:33:00,131285,489
8607,410,2015-08-05 23:36:00,176636,554
8654,411,2015-08-05 23:38:00,104344,538
6310,412,2015-08-05 23:38:00,37636,106
12677,413,2015-08-05 23:42:00,231595,890
1138,414,2015-08-05 23:51:00,544678,264
9728,415,2015-08-05 23:53:00,97505,154
3397,416,2015-08-05 23:54:00,55225,911
11997,417,2015-08-05 23:55:00,43353,954
6190,418,2015-08-05 23:55:00,53312,879
12959,419,2015-08-05 23:56:00,9403,835
8885,420,2015-08-05 23:56:00,19231,623
12688,421,2015-08-05 23:56:00,22650,513
14770,422,2015-08-05 23:59:00,156742,99
15400,423,2015-08-06 00:00:00,84288,366
14460,424,2015-08-06 00:00:00,4643,335
2947,425,2015-08-06 00:00:00,3157,260
1454,426,2015-08-06 00:00:00,3065,692
6101,427,2015-08-06 00:00:00,1532,449
7686,428,2015-08-06 00:01:00,1563,91
12931,429,2015-08-06 00:01:00,37789,241
6190,430,2015-08-06 00:01:00,2600,649
5753,431,2015-08-06 01:43:00,23430,84
4640,432,2015-08-06 01:46:00,174840,869
4617,433,2015-08-06 01:48:00,140341,448
4638,434,2015-08-06 01:51:00,153530,435
4636,435,2015-08-06 01:51:00,31950,554
4633,436,2015-08-06 01:51:00,6873,842
4631,437,2015-08-06 01:53:00,73328,335
4639,438,2015-08-06 01:53:00,2693,643
4643,439,2015-08-06 01:53:00,11608,520
4639,440,2015-08-06 01:55:00,156240,266
4643,441,2015-08-06 01:59:00,204146,893
4644,442,2015-08-06 02:01:00,120975,819
4630,443,2015-08-06 02:02:00,62322,625
4641,444,2015-08-06 02:05:00,186133,869
4619,445,2015-08-06 06:13:00,2227,881
4642,446,2015-08-06 06:16:00,201200,684
4620,447,2015-08-06 06:18:00,80341,854
4618,448,2015-08-06 06:21:00,191306,673
4640,449,2015-08-06 06:23:00,88096,643
4628,450,2015-08-06 06:23:00,5712,582
4635,451,2015-08-06 06:23:00,10077,738
5165,452,2015-08-06 06:29:00,349553,200
5173,453,2015-08-06 06:29:00,3715,897
5172,454,2015-08-06 06:30:00,54520,884
8052,455,2015-08-06 06:31:00,95573,44
8063,456,2015-08-06 06:34:00,183159,844
8056,457,2015-08-06 06:35:00,52802,153
8061,458,2015-08-06 06:37:00,81409,335
8065,459,2015-08-06 06:38:00,62136,725
8067,460,2015-08-06 06:45:00,2459,201
4097,461,2015-08-06 06:47:00,165040,835
4096,462,2015-08-06 06:48:00,10123,851
4090,463,2015-08-06 06:50:00,123901,466
4091,464,2015-08-06 06:51:00,66966,12
4089,465,2015-08-06 06:52:00,46532,283
4092,466,2015-08-06 06:52:00,17414,582
4087,467,2015-08-06 06:54:00,148282,986
6686,468,2015-08-06 06:55:00,43670,597
9445,469,2015-08-06 06:56:00,71754,260
9442,470,2015-08-06 06:58:00,100165,601
9443,471,2015-08-06 06:58:00,2530,494
9439,472,2015-08-06 06:59:00,45771,791
11356,473,2015-08-06 07:01:00,137406,134
11360,474,2015-08-06 07:04:00,11240,757
11352,475,2015-08-06 07:04:00,10986,495
3264,476,2015-08-06 07:10:00,216106,966
3271,477,2015-08-06 07:10:00,20526,335
6444,478,2015-08-06 07:18:00,226766,599
6466,479,2015-08-06 07:19:00,2554,926
6465,480,2015-08-06 07:19:00,4086,125
6464,481,2015-08-06 07:23:00,102725,933
1147,482,2015-08-06 07:23:00,9658,659
1129,483,2015-08-06 16:33:00,158400,78
1146,484,2015-08-06 16:42:00,516733,299
1124,485,2015-08-06 21:02:00,202793,684
1127,486,2015-08-06 21:08:00,308973,77
1143,487,2015-08-06 22:51:00,40349,541
1135,488,2015-08-06 22:54:00,196626,335
1140,489,2015-08-06 22:57:00,143592,583
5165,490,2015-08-06 23:32:00,142037,58
4642,491,2015-08-06 23:35:00,201200,884
4636,492,2015-08-06 23:35:00,5387,975
4630,493,2015-08-06 23:35:00,4736,968
4634,494,2015-08-06 23:35:00,3622,732
4639,495,2015-08-06 23:36:00,15696,156
4640,496,2015-08-06 23:36:00,4179,750
4641,497,2015-08-06 23:43:00,186133,40
4637,498,2015-08-06 23:44:00,37894,36
1132,499,2015-08-06 23:44:00,30511,327
1144,500,2015-08-07 00:49:00,1532,436
5524,501,2015-08-07 00:52:00,229715,773
5504,502,2015-08-07 00:58:00,318493,650
5519,503,2015-08-07 01:02:00,241688,396
5513,504,2015-08-07 01:06:00,235230,276
5506,505,2015-08-07 01:11:00,331400,997
5521,506,2015-08-07 01:17:00,323639,375
5502,507,2015-08-07 01:21:00,283466,401
5515,508,2015-08-07 01:25:00,207669,203
5498,509,2015-08-07 01:29:00,240147,813
5507,510,2015-08-07 01:34:00,277655,668
5500,511,2015-08-07 01:37:00,225215,241
5497,512,2015-08-07 01:42:00,266611,94
5513,513,2015-08-07 17:04:00,2531,643
12809,514,2015-08-07 17:09:00,270680,622
2579,515,2015-08-07 17:12:00,183019,276
175,516,2015-08-07 17:13:00,61347,945
4282,517,2015-08-07 17:16:00,176015,190
9549,518,2015-08-07 17:17:00,13591,382
16236,519,2015-08-07 18:04:00,2531,935
5727,520,2015-08-07 18:04:00,4133,375
16241,521,2015-08-07 18:07:00,195199,601
2725,522,2015-08-07 18:10:00,194288,357
4487,523,2015-08-07 20:15:00,2532,276
9848,524,2015-08-07 20:19:00,231973,989
9886,525,2015-08-07 20:22:00,220880,368
1064,526,2015-08-07 20:24:00,122508,916
7821,527,2015-08-07 20:24:00,4783,241
16002,528,2015-08-07 20:25:00,32275,236
366,529,2015-08-07 20:27:00,96548,47
3476,530,2015-08-07 20:28:00,98835,620
24,531,2015-08-07 20:29:00,17232,335
11381,532,2015-08-07 20:31:00,157302,879
434,533,2015-08-07 20:32:00,53071,427
7935,534,2015-08-07 20:36:00,250960,967
11908,535,2015-08-07 20:38:00,114335,226
3446,536,2015-08-07 20:38:00,10465,881
13675,537,2015-08-07 20:42:00,223253,785
11060,538,2015-08-07 20:43:00,61811,775
13746,539,2015-08-07 20:43:00,18947,860
11653,540,2015-08-07 20:43:00,2556,757
12387,541,2015-08-07 20:43:00,2057,589
24,542,2015-08-07 20:44:00,27074,158
6140,543,2015-08-07 20:44:00,4161,50
12035,544,2015-08-07 20:44:00,2063,916
12944,545,2015-08-07 20:44:00,5943,582
11059,546,2015-08-07 20:44:00,3142,818
7870,547,2015-08-07 20:48:00,222801,436
3447,548,2015-08-07 20:49:00,75697,140
9252,549,2015-08-07 20:53:00,235479,147
4401,550,2015-08-07 20:53:00,3540,654
133,551,2015-08-07 20:53:00,1532,380
3040,552,2015-08-07 20:53:00,2600,226
6051,553,2015-08-07 20:53:00,2012,441
10266,554,2015-08-07 20:53:00,2043,71
4475,555,2015-08-07 20:53:00,1592,541
1082,556,2015-08-07 20:53:00,0,270
24,557,2015-08-07 20:53:00,2043,819
11807,558,2015-08-07 20:53:00,1532,305
9269,559,2015-08-07 20:54:00,73635,406
7251,560,2015-08-07 20:57:00,134588,22
2083,561,2015-08-07 20:57:00,4837,82
2486,562,2015-08-07 20:57:00,15222,353
2486,563,2015-08-07 21:50:00,1531,434
5519,564,2015-08-07 21:53:00,241688,561
5514,565,2015-08-07 21:54:00,5526,289
5497,566,2015-08-07 21:58:00,266611,668
5500,567,2015-08-07 21:58:00,14535,879
5519,568,2015-08-10 22:43:00,1532,791
5713,569,2015-08-11 17:00:00,1531,56
4730,570,2015-08-11 17:00:00,2600,435
16328,571,2015-08-11 17:00:00,2554,129
10450,572,2015-08-11 17:00:00,2043,249
10656,573,2015-08-11 17:00:00,1532,991
8911,574,2015-08-11 17:00:00,1532,175
5715,575,2015-08-11 17:00:00,2647,454
4738,576,2015-08-11 17:00:00,2089,582
16329,577,2015-08-11 17:01:00,5665,677
5502,578,2015-08-12 02:26:00,283466,517
7980,579,2015-08-12 02:29:00,174846,18
10650,580,2015-08-12 02:32:00,219920,331
5515,581,2015-08-12 03:18:00,207669,479
1420,582,2015-08-12 03:22:00,260342,99
1334,583,2015-08-12 03:25:00,173973,335
7976,584,2015-08-12 03:29:00,248907,52
10332,585,2015-08-12 03:34:00,273853,86
15495,586,2015-08-12 03:37:00,188093,356
5509,587,2015-08-12 03:40:00,223120,159
8001,588,2015-08-12 03:47:00,399013,524
1334,589,2015-08-12 03:50:00,173973,661
5519,590,2015-08-12 03:54:00,241688,824
7978,591,2015-08-12 03:54:00,12910,226
1417,592,2015-08-12 03:59:00,299381,211
10641,593,2015-08-12 04:03:00,225948,128
1333,594,2015-08-12 04:07:00,218800,601
4748,595,2015-08-12 04:10:00,181400,684
5515,596,2015-08-12 04:13:00,207669,48
8002,597,2015-08-12 05:03:00,40681,931
14513,598,2015-08-12 05:07:00,268173,58
13697,599,2015-08-12 05:11:00,205773,495
4493,600,2015-08-12 05:11:00,31486,684
3877,601,2015-08-12 05:13:00,93622,883
3880,602,2015-08-12 05:16:00,56192,684
7241,603,2015-08-12 05:19:00,143613,826
2876,604,2015-08-12 05:19:00,18343,335
1032,605,2015-08-12 05:22:00,195136,835
10239,606,2015-08-12 05:23:00,41145,90
7139,607,2015-08-12 05:24:00,46997,916
11703,608,2015-08-12 05:25:00,53021,506
